1,0,0,2018 July
1,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
1,0,0,2018 July
1,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
1,0,0,2018 July
2,1,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,2,0,2018 July
1,0,0,2018 July
2,0,0,2018 July
1,0,0,2018 July
3,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
3,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
1,0,0,2018 July
2,0,0,2018 July
1,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
1,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
3,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
1,0,0,2018 July
1,0,0,2018 July
3,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
1,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
3,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
1,0,0,2018 July
3,0,0,2018 July
2,0,0,2018 July
1,0,0,2018 July
1,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
3,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
1,0,0,2018 July
1,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
3,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
1,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
3,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
1,0,0,2018 July
3,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
1,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
3,0,0,2018 July
2,0,0,2018 July
1,0,0,2018 July
2,0,0,2018 July
1,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
1,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
1,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
1,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
3,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
1,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
0,0,0,2018 July
2,0,0,2018 July
2,1,0,2018 July
2,1,0,2018 July
1,0,0,2018 July
1,0,0,2018 July
1,0,0,2018 July
2,0,0,2018 July
2,1,0,2018 July
1,0,0,2018 July
2,1,0,2018 July
2,0,0,2018 July
1,0,0,2018 July
1,0,0,2018 July
2,0,0,2018 July
1,0,0,2018 July
2,0,0,2018 July
1,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
3,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
1,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
1,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
1,0,0,2018 July
2,0,0,2018 July
1,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
3,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
1,0,0,2018 July
1,0,0,2018 July
3,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
1,0,0,2018 July
1,0,0,2018 July
2,0,0,2018 July
3,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
1,0,0,2018 July
2,0,0,2018 July
1,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,1,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
1,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,1,0,2018 July
3,0,0,2018 July
2,0,0,2018 July
1,0,0,2018 July
2,0,0,2018 July
2,0,1,2018 July
2,0,0,2018 July
2,1,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
1,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
1,0,0,2018 July
2,1,0,2018 July
2,0,0,2018 July
2,0,0,2018 July
2,0,0,2018 August
2,0,0,2018 August
1,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
3,0,0,2018 August
2,0,0,2018 August
1,0,0,2018 August
2,0,0,2018 August
1,1,0,2018 August
1,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
1,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
1,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
1,2,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,1,1,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
1,0,0,2018 August
3,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
1,0,0,2018 August
2,0,0,2018 August
3,0,0,2018 August
1,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
3,0,0,2018 August
3,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
1,0,0,2018 August
1,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
1,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
3,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
1,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
1,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
1,0,0,2018 August
1,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
1,0,0,2018 August
3,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,1,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
1,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
1,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
3,0,0,2018 August
2,0,0,2018 August
1,0,0,2018 August
2,0,0,2018 August
1,0,0,2018 August
2,0,0,2018 August
1,0,0,2018 August
2,0,0,2018 August
1,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
1,0,0,2018 August
1,0,0,2018 August
2,0,0,2018 August
2,1,0,2018 August
2,0,0,2018 August
1,0,0,2018 August
1,0,0,2018 August
1,0,0,2018 August
2,0,1,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,1,2018 August
2,0,0,2018 August
2,0,0,2018 August
3,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
1,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,2,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
3,0,0,2018 August
2,0,0,2018 August
1,0,0,2018 August
2,0,1,2018 August
3,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
1,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
1,0,0,2018 August
2,0,1,2018 August
2,0,0,2018 August
1,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
1,0,0,2018 August
1,2,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,1,0,2018 August
2,0,0,2018 August
2,0,1,2018 August
2,0,0,2018 August
2,1,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
1,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
1,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
3,0,0,2018 August
2,2,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
1,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
3,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
1,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
3,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
1,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
1,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
1,0,0,2018 August
2,2,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
1,0,0,2018 August
2,0,0,2018 August
2,2,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
0,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,2,0,2018 August
2,0,0,2018 August
2,3,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
1,0,0,2018 August
1,0,0,2018 August
2,0,0,2018 August
1,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,1,0,2018 August
0,3,0,2018 August
2,2,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
1,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
2,0,0,2018 August
